id,domain,code,label_es,description,sort_order,is_active,metadata_json,created_at,updated_at
019e296d-4716-7342-bbb4-34764b11319b,ncf_types,B17,Comprobante para Pagos al Exterior,Pagos a no residentes fiscales. Retención total ISR aplica.,10,true,"{""serie"": ""B"", ""tipo_code"": ""17""}",2026-05-15 02:18:08.022459+00,2026-05-15 02:18:08.022461+00
019e296d-4752-7d12-8968-530283cb32f8,ncf_types,E31,Factura de Crédito Fiscal Electrónica,e-CF equivalente a B01. Entre contribuyentes registrados.,11,true,"{""serie"": ""E"", ""tipo_code"": ""31""}",2026-05-15 02:18:08.082397+00,2026-05-15 02:18:08.0824+00
019e296d-478e-7cb2-a141-5ec765d91c02,ncf_types,E32,Factura de Consumo Electrónica,e-CF equivalente a B02. Consumidores finales.,12,true,"{""serie"": ""E"", ""tipo_code"": ""32""}",2026-05-15 02:18:08.142409+00,2026-05-15 02:18:08.142412+00
019e296d-47ca-76c0-ae03-f7f15b9119f5,ncf_types,E33,Nota de Débito Electrónica,e-CF equivalente a B03.,13,true,"{""serie"": ""E"", ""tipo_code"": ""33""}",2026-05-15 02:18:08.202294+00,2026-05-15 02:18:08.202297+00
019e296d-4808-74e2-85ac-768090efa178,ncf_types,E34,Nota de Crédito Electrónica,e-CF equivalente a B04.,14,true,"{""serie"": ""E"", ""tipo_code"": ""34""}",2026-05-15 02:18:08.264068+00,2026-05-15 02:18:08.264072+00
019e296d-4844-7123-9307-bed379bc963b,ncf_types,E41,Comprobante Electrónico de Compras,e-CF equivalente a B11.,15,true,"{""serie"": ""E"", ""tipo_code"": ""41""}",2026-05-15 02:18:08.324324+00,2026-05-15 02:18:08.324328+00
019e296d-4880-7393-bbd3-91299e8b961a,ncf_types,E43,Comprobante Electrónico para Gastos Menores,e-CF equivalente a B13.,16,true,"{""serie"": ""E"", ""tipo_code"": ""43""}",2026-05-15 02:18:08.384427+00,2026-05-15 02:18:08.384431+00
019e296d-48bc-7831-bd74-998ee2e4ee13,ncf_types,E44,Comprobante Electrónico para Regímenes Especiales,e-CF equivalente a B14.,17,true,"{""serie"": ""E"", ""tipo_code"": ""44""}",2026-05-15 02:18:08.444531+00,2026-05-15 02:18:08.444534+00
019e296d-48fa-7f20-b69b-d3d69c482ea2,ncf_types,E45,Comprobante Electrónico Gubernamental,e-CF equivalente a B15.,18,true,"{""serie"": ""E"", ""tipo_code"": ""45""}",2026-05-15 02:18:08.50664+00,2026-05-15 02:18:08.506644+00
019e296d-493b-7570-8433-2ea9c5e4d275,ncf_types,E46,Comprobante Electrónico para Exportaciones,e-CF equivalente a B16.,19,true,"{""serie"": ""E"", ""tipo_code"": ""46""}",2026-05-15 02:18:08.571578+00,2026-05-15 02:18:08.571581+00
019e296d-4977-72d3-bf4e-37cb661fa2e7,ncf_types,E47,Comprobante Electrónico para Pagos al Exterior,e-CF equivalente a B17.,20,true,"{""serie"": ""E"", ""tipo_code"": ""47""}",2026-05-15 02:18:08.632022+00,2026-05-15 02:18:08.632025+00
019e296d-4aab-7b92-84b0-4979cd525889,goods_services_types,01,Gastos de personal,"Sueldos, salarios, comisiones, bonificaciones, prestaciones y demás gastos de personal",0,true,null,2026-05-15 02:18:08.939891+00,2026-05-15 02:18:08.939893+00
019e296d-4ae7-7f03-a5e3-83ad586f2fcb,goods_services_types,02,"Gastos por trabajos, suministros y servicios","Honorarios profesionales, servicios de terceros, suministros y servicios en general",1,true,null,2026-05-15 02:18:08.999856+00,2026-05-15 02:18:08.999858+00
019e296d-4b27-7523-b317-27baf8015b9e,goods_services_types,03,Arrendamientos,Alquileres de bienes muebles e inmuebles,2,true,null,2026-05-15 02:18:09.063452+00,2026-05-15 02:18:09.063457+00
019e296d-4b63-7d30-b3f2-9c28a801d990,goods_services_types,04,Gastos de activos fijos,"Mantenimiento, reparación y depreciación de activos fijos",3,true,null,2026-05-15 02:18:09.123762+00,2026-05-15 02:18:09.123766+00
019e296d-4ba1-7f60-affd-30a19e723988,goods_services_types,05,Gastos de representación,"Gastos de viaje, hospedaje, alimentación y representación",4,true,null,2026-05-15 02:18:09.18569+00,2026-05-15 02:18:09.185694+00
019e296d-4be1-7912-829e-d6ed49e2c981,goods_services_types,06,Otras deducciones admitidas,"Donaciones, cuotas, suscripciones y otras deducciones permitidas por ley",5,true,null,2026-05-15 02:18:09.249764+00,2026-05-15 02:18:09.249767+00
019e296d-4c1d-7b31-85bc-05d8d792a470,goods_services_types,07,Gastos financieros,"Intereses, comisiones bancarias, diferencias cambiarias y otros gastos financieros",6,true,null,2026-05-15 02:18:09.309707+00,2026-05-15 02:18:09.30971+00
019e296d-4c59-78d2-8158-7e7176f3f22d,goods_services_types,08,Gastos extraordinarios,"Pérdidas por siniestros, robos, multas y otros gastos no operativos",7,true,null,2026-05-15 02:18:09.37+00,2026-05-15 02:18:09.370004+00
019e296d-4c9a-7131-bbff-3571905e07d0,goods_services_types,09,Compras y gastos que formarán parte del costo de venta,"Mercancías, materias primas, envases, empaques y otros costos directos",8,true,null,2026-05-15 02:18:09.434379+00,2026-05-15 02:18:09.434381+00
019e296d-4cd8-75c2-975d-8de2f84055b4,goods_services_types,10,Adquisiciones de activos,"Compra de terrenos, edificios, maquinarias, equipos y otros activos fijos",9,true,null,2026-05-15 02:18:09.496685+00,2026-05-15 02:18:09.496688+00
019e296d-4d15-7c13-ab8a-6ed842e717c2,goods_services_types,11,Gastos de seguros,"Primas de seguros contra incendios, robo, responsabilidad civil y otros",10,true,null,2026-05-15 02:18:09.557731+00,2026-05-15 02:18:09.557734+00
019e296d-4e43-7800-9453-da2f50cb4d94,payment_methods,01,Efectivo,Pago en efectivo,0,true,null,2026-05-15 02:18:09.859176+00,2026-05-15 02:18:09.859179+00
019e296d-4e7e-7583-b738-9fc6766ac116,payment_methods,02,Cheque / Transferencia / Depósito,"Pago mediante cheque, transferencia bancaria o depósito",1,true,null,2026-05-15 02:18:09.918971+00,2026-05-15 02:18:09.918974+00
019e296d-4ebb-7430-a92f-5682c4be4d46,payment_methods,03,Tarjeta crédito/débito,Pago con tarjeta de crédito o débito,2,true,null,2026-05-15 02:18:09.979524+00,2026-05-15 02:18:09.979527+00
019e296d-4efa-7963-8f15-a0f1814f9205,payment_methods,04,Venta a crédito,Monto no cobrado al momento de la emisión (cuenta por cobrar),3,true,null,2026-05-15 02:18:10.042264+00,2026-05-15 02:18:10.042266+00
019e296d-4f46-7a02-bc72-d52446fee31b,payment_methods,05,Permuta,Intercambio de bienes o servicios sin uso de dinero,4,true,null,2026-05-15 02:18:10.118204+00,2026-05-15 02:18:10.118208+00
019e296d-4f84-76f3-88f1-43148d161bce,payment_methods,06,Nota de crédito / Bono,"Pago mediante nota de crédito, bonos o certificados",5,true,null,2026-05-15 02:18:10.180945+00,2026-05-15 02:18:10.180948+00
019e296d-4fc5-7051-9d92-2d1a96822317,payment_methods,07,Mixto / Otra forma,Combinación de formas de pago u otro método no especificado,6,true,null,2026-05-15 02:18:10.245546+00,2026-05-15 02:18:10.245549+00
019e296d-50f7-7823-9cf7-f471ff6c347a,isr_retention_types,01,Alquileres,Retención por alquiler de bienes muebles e inmuebles,0,true,null,2026-05-15 02:18:10.551312+00,2026-05-15 02:18:10.551315+00
019e296d-5133-7320-8947-c9a0c5da3729,isr_retention_types,02,Honorarios por servicios,Retención por honorarios profesionales y servicios en general,1,true,null,2026-05-15 02:18:10.611976+00,2026-05-15 02:18:10.611979+00
019e296d-516f-7123-9c40-b740f90f5a56,isr_retention_types,03,Otras rentas,Otras rentas no especificadas en las categorías anteriores,2,true,null,2026-05-15 02:18:10.671959+00,2026-05-15 02:18:10.671961+00
019e296d-51ac-7000-a379-bb1ecbe96b3c,isr_retention_types,04,Otras rentas (rentas presuntas),Rentas presuntas según normativa fiscal,3,true,null,2026-05-15 02:18:10.732235+00,2026-05-15 02:18:10.732238+00
019e296d-51e7-73f3-909e-350ba8e8745f,isr_retention_types,05,Intereses pagados a personas jurídicas residentes,Intereses pagados a empresas residentes,4,true,null,2026-05-15 02:18:10.791862+00,2026-05-15 02:18:10.791865+00
019e296d-5223-7941-8a38-37e6b174c20c,isr_retention_types,06,Intereses pagados a personas físicas residentes,Intereses pagados a personas físicas residentes,5,true,null,2026-05-15 02:18:10.851963+00,2026-05-15 02:18:10.851965+00
019e296d-5260-7633-b6e5-a52dcdddd040,isr_retention_types,07,Retención por proveedores del Estado,Retenciones aplicadas a proveedores del gobierno,6,true,null,2026-05-15 02:18:10.912438+00,2026-05-15 02:18:10.912442+00
019e296d-529d-7a02-9447-c514cd668e1e,isr_retention_types,08,Juegos telefónicos,Retención por juegos de azar telefónicos,7,true,null,2026-05-15 02:18:10.973111+00,2026-05-15 02:18:10.973113+00
019e296d-52d8-7673-b7cb-77e757fe887b,isr_retention_types,09,Retenciones subsector de ganadería de carne bovina,Retención específica para el subsector de ganadería,8,true,null,2026-05-15 02:18:11.03272+00,2026-05-15 02:18:11.032723+00
019e296d-5406-7652-9107-c23ffa894f6d,income_types,01,Ingresos por operaciones (No financieros),Ingresos ordinarios por venta de bienes y servicios — el más común,0,true,null,2026-05-15 02:18:11.334245+00,2026-05-15 02:18:11.334248+00
019e296d-5443-74e2-9bde-a61052f8a95b,income_types,02,Ingresos Financieros,"Intereses ganados, diferencias cambiarias, dividendos",1,true,null,2026-05-15 02:18:11.395128+00,2026-05-15 02:18:11.395131+00
019e296d-547f-7211-925d-5376d7b65e04,income_types,03,Ingresos Extraordinarios,"Ganancias por venta de activos, indemnizaciones, y otros no recurrentes",2,true,null,2026-05-15 02:18:11.455321+00,2026-05-15 02:18:11.455324+00
019e296d-54bb-7971-ae3d-9b2018e66d2e,income_types,04,Ingresos por Arrendamientos,Ingresos por alquiler de bienes muebles e inmuebles,3,true,null,2026-05-15 02:18:11.51567+00,2026-05-15 02:18:11.515673+00
019e296d-54f7-7db3-83b7-3292ef103afb,income_types,05,Ingresos por Venta de Activo Depreciable,Ganancia por venta de activos fijos depreciables,4,true,null,2026-05-15 02:18:11.57567+00,2026-05-15 02:18:11.575673+00
019e296d-5538-7d41-8592-9c1671f6f0fc,income_types,06,Otros Ingresos,Cualquier otro ingreso no clasificado en las categorías anteriores,5,true,null,2026-05-15 02:18:11.640907+00,2026-05-15 02:18:11.64091+00
019e296d-5663-7c63-9bbc-56a313373587,id_types,01,RNC,Registro Nacional del Contribuyente (personas jurídicas y físicas con RNC),0,true,null,2026-05-15 02:18:11.939252+00,2026-05-15 02:18:11.939256+00
019e296d-569f-7e42-821a-d66b3c40157d,id_types,02,Cédula,Cédula de identidad y electoral dominicana (11 dígitos),1,true,null,2026-05-15 02:18:11.999056+00,2026-05-15 02:18:11.999059+00
019e296d-56db-7bc1-8cde-25a64745dd2f,id_types,03,Pasaporte / ID Tributaria,Para extranjeros sin RNC o cédula dominicana,2,true,null,2026-05-15 02:18:12.059017+00,2026-05-15 02:18:12.059019+00
019e296d-5808-7473-aedd-2b3b12833d58,currencies,DOP,Peso Dominicano,RD$ — Moneda oficial de República Dominicana,0,true,null,2026-05-15 02:18:12.360282+00,2026-05-15 02:18:12.360284+00
019e296d-5844-7980-9e05-b3e949ca4edd,currencies,USD,Dólar Estadounidense,US$ — Dólar de los Estados Unidos,1,true,null,2026-05-15 02:18:12.420119+00,2026-05-15 02:18:12.420122+00
019e296d-5880-78d1-8935-0f0ac026daaa,currencies,EUR,Euro,€ — Moneda de la Unión Europea,2,true,null,2026-05-15 02:18:12.480088+00,2026-05-15 02:18:12.480091+00
019e296d-58cd-7a83-9d0b-40e77a7f1c91,currencies,MXN,Peso Mexicano,MX$ — Peso mexicano,3,true,null,2026-05-15 02:18:12.557581+00,2026-05-15 02:18:12.557584+00
019e296d-5909-7d63-abb2-dde3bde81e38,currencies,CAD,Dólar Canadiense,CA$ — Dólar canadiense,4,true,null,2026-05-15 02:18:12.617677+00,2026-05-15 02:18:12.617679+00
019e296d-5945-7ee0-8df1-315669bbf6dd,currencies,GBP,Libra Esterlina,£ — Libra del Reino Unido,5,true,null,2026-05-15 02:18:12.677931+00,2026-05-15 02:18:12.677936+00
019e296d-5982-7e81-b5e4-85ed29f752e7,currencies,ARS,Peso Argentino,AR$ — Peso argentino,6,true,null,2026-05-15 02:18:12.738229+00,2026-05-15 02:18:12.738232+00
019e296d-59be-7563-bb2a-4aa1d147ac08,currencies,COP,Peso Colombiano,CO$ — Peso colombiano,7,true,null,2026-05-15 02:18:12.798075+00,2026-05-15 02:18:12.798078+00
019e296d-59fa-72d1-b023-113499457e99,currencies,BRL,Real Brasileño,R$ — Real brasileño,8,true,null,2026-05-15 02:18:12.858341+00,2026-05-15 02:18:12.858344+00
019e296d-5a36-7f82-adf3-d8ca2e3113c0,currencies,CLP,Peso Chileno,CL$ — Peso chileno,9,true,null,2026-05-15 02:18:12.918083+00,2026-05-15 02:18:12.918086+00
019e296d-5b63-7f03-b895-d50d305fbc34,categories,oficina,Oficina y suministros,"Papelería, útiles de oficina, mobiliario",0,true,null,2026-05-15 02:18:13.219165+00,2026-05-15 02:18:13.219168+00
019e296d-5ba1-7990-aefc-f91fa8bb798a,categories,tecnologia,Tecnología y software,"Equipos informáticos, software, servicios IT",1,true,null,2026-05-15 02:18:13.281622+00,2026-05-15 02:18:13.281625+00
019e296d-5bdd-7e93-a21b-967d933ca3ef,categories,servicios_profesionales,Servicios profesionales,"Consultoría, asesoría legal, contable, marketing",2,true,null,2026-05-15 02:18:13.341849+00,2026-05-15 02:18:13.341852+00
019e296d-5c19-7f50-bc64-7361659957b9,categories,transporte,Transporte y logística,"Fletes, envíos, transporte de personal, combustible",3,true,null,2026-05-15 02:18:13.401533+00,2026-05-15 02:18:13.401536+00
019e296d-5c55-7b61-bf55-804bb1ae788f,categories,servicios_publicos,Servicios públicos,"Electricidad, agua, internet, telefonía",4,true,null,2026-05-15 02:18:13.46152+00,2026-05-15 02:18:13.461522+00
019e296d-5c91-7443-802b-3667a037f7c0,categories,alquileres,Alquileres,"Alquiler de oficinas, locales, equipos",5,true,null,2026-05-15 02:18:13.521487+00,2026-05-15 02:18:13.52149+00
019e296d-5ccd-7721-84d7-af1b84151e56,categories,marketing,Marketing y publicidad,"Publicidad, redes sociales, diseño gráfico, comerciales",6,true,null,2026-05-15 02:18:13.581391+00,2026-05-15 02:18:13.581394+00
019e296d-5d09-7c32-9d19-a80f608e68e0,categories,capacitacion,Capacitación y educación,"Cursos, seminarios, materiales educativos",7,true,null,2026-05-15 02:18:13.641323+00,2026-05-15 02:18:13.641327+00
019e296d-5d45-7462-857e-4fcf991ef097,categories,salud,Salud y seguros,"Seguros médicos, medicinas, exámenes",8,true,null,2026-05-15 02:18:13.701658+00,2026-05-15 02:18:13.701661+00
019e296d-5d81-73a2-bfe8-4fa5562fb1e9,categories,alimentacion,Alimentación y representación,"Comidas, catering, eventos corporativos",9,true,null,2026-05-15 02:18:13.761597+00,2026-05-15 02:18:13.761601+00
019e296d-5dbd-7240-b64a-0ab6afbd5c31,categories,importacion,Importación y aduanas,"Derechos aduaneros, fletes internacionales, agentes de aduana",10,true,null,2026-05-15 02:18:13.821587+00,2026-05-15 02:18:13.821591+00
019e296d-5dfa-7ef0-8c4d-b96e23162095,categories,gastos_financieros,Gastos financieros,"Comisiones bancarias, intereses, cargos por transferencias",11,true,null,2026-05-15 02:18:13.882122+00,2026-05-15 02:18:13.882125+00
019e296d-5e36-72a2-ad01-d39bb2bf3d1b,categories,construccion,Construcción y mantenimiento,"Obras, reparaciones, mantenimiento de instalaciones",12,true,null,2026-05-15 02:18:13.94235+00,2026-05-15 02:18:13.942353+00
019e296d-5e72-7693-8ba9-1cc063348a1b,categories,combustible,Combustible y lubricantes,"Gasolina, diesel, gas, lubricantes para vehículos",13,true,null,2026-05-15 02:18:14.002091+00,2026-05-15 02:18:14.002094+00
019e296d-5eae-7551-9a96-1a7e6ae6164a,categories,otros,Otros gastos,Gastos no clasificados en categorías anteriores,14,true,null,2026-05-15 02:18:14.062945+00,2026-05-15 02:18:14.062949+00
019e296d-5fe0-7f53-b5ae-29f8972011e5,report_statuses,pending,Pendiente,Período no reportado aún a la DGII,0,true,null,2026-05-15 02:18:14.368262+00,2026-05-15 02:18:14.368265+00
019e296d-601f-7210-ba18-333ec8e594a1,report_statuses,draft,En preparación,Revisando facturas antes de enviar,1,true,null,2026-05-15 02:18:14.431148+00,2026-05-15 02:18:14.431151+00
019e296d-605c-7552-ac98-d9c7f05d70e6,report_statuses,completed,Completado,Reporte enviado y aceptado por DGII,2,true,null,2026-05-15 02:18:14.492067+00,2026-05-15 02:18:14.49207+00
019e296d-6099-7563-9cd1-e698b29555c5,report_statuses,error,Con errores,Reporte enviado con alertas de validación,3,true,null,2026-05-15 02:18:14.553798+00,2026-05-15 02:18:14.553825+00
019e296d-61c2-7320-b5ea-38f225bd5885,transaction_types,income,Ingreso / Venta,Facturas de venta o ingreso (reporte 607),0,true,null,2026-05-15 02:18:14.850588+00,2026-05-15 02:18:14.850591+00
019e296d-6200-7993-a4b9-130d343c7aa0,transaction_types,expense,Gasto / Compra,Facturas de compra o gasto (reporte 606),1,true,null,2026-05-15 02:18:14.912032+00,2026-05-15 02:18:14.912035+00
